carat,cut,color,clarity,depth,table,price,x,y,z,price_log,carat_log,volume,price_per_carat,dimension_ratio,carat_category,cut_enc,color_enc,clarity_enc,carat_category_enc,cluster,pca1,pca2,cluster_name
1.35,Ideal,H,VS2,61.6,55.0,539666.0,7.08,7.02,4.34,13.198707561656697,0.8544153281560676,215.70494399999998,399752.5925925926,1.6244239631336406,Medium,4,2,3,2,0,2.108555406786367,-1.914182990977071,Premium Heavy Diamonds
2.0,Fair,G,I1,67.7,56.0,539749.0,7.76,7.73,5.25,13.198861348377054,1.0986122886681098,314.9202,269874.5,1.4752380952380952,Heavy,0,3,0,0,0,4.791520250788195,-0.1179877650853944,Premium Heavy Diamonds
1.24,Ideal,F,SI2,61.4,58.0,539749.0,6.85,6.9,4.22,13.198861348377054,0.8064758658669484,199.45829999999998,435281.4516129032,1.6291469194312798,Medium,4,4,1,2,0,2.022963071768573,-0.3980321444858133,Premium Heavy Diamonds
1.12,Premium,G,VS2,61.7,56.0,539749.0,6.72,6.61,4.11,13.198861348377054,0.7514160886839212,182.56291200000004,481918.74999999994,1.6216545012165449,Medium,3,3,3,2,0,1.4558120671642625,-0.82301883077082,Premium Heavy Diamonds
1.01,Ideal,G,VS1,62.0,57.0,539832.0,6.44,6.36,3.97,13.199015111450692,0.6981347220709844,162.60484800000003,534487.1287128712,1.6120906801007557,Medium,4,3,4,2,0,0.8522585925212042,-1.1417002065283812,Premium Heavy Diamonds
1.08,Good,H,VVS1,63.1,57.0,539832.0,6.52,6.57,4.13,13.199015111450692,0.7323678937132266,176.91433199999997,499844.44444444444,1.5847457627118644,Medium,1,2,6,2,1,1.2782312564059097,-0.10023740983615145,Premium Heavy Diamonds
1.09,Premium,G,VS2,60.9,56.0,539832.0,6.7,6.67,4.07,13.199015111450692,0.7371640659767197,181.88423,495258.71559633024,1.6425061425061425,Medium,3,3,3,2,0,1.4073186395348374,-0.7068603588927176,Premium Heavy Diamonds
1.22,Premium,I,VS1,59.4,60.0,539832.0,7.02,6.96,4.15,13.199015111450692,0.7975071958841881,202.76568,442485.24590163934,1.6843373493975902,Medium,3,1,4,2,0,2.1234032116301087,0.29111022696573513,Premium Heavy Diamonds
1.01,Ideal,G,VS2,61.8,57.0,539832.0,6.43,6.41,3.97,13.199015111450692,0.6981347220709844,163.62871099999998,534487.1287128712,1.6171284634760705,Medium,4,3,3,2,0,1.00257341657437,-0.989011483225831,Premium Heavy Diamonds
1.09,Premium,G,VS2,61.7,58.0,539832.0,6.6,6.53,4.05,13.199015111450692,0.7371640659767197,174.5469,495258.71559633024,1.6209876543209876,Medium,3,3,3,2,0,1.4164024623000098,-0.17260669714251708,Premium Heavy Diamonds
1.02,Premium,G,VS1,60.8,58.0,539915.0,6.52,6.47,3.95,13.199168850884881,0.7030975114131134,166.62838,529328.431372549,1.644303797468354,Medium,3,3,4,2,1,1.0744995270057982,-0.14197344849768365,Premium Heavy Diamonds
1.21,Premium,H,SI1,61.6,61.0,539915.0,6.88,6.83,4.22,13.199168850884881,0.7929925155296614,198.299488,446210.7438016529,1.6244075829383888,Medium,3,2,2,2,0,2.301057855474311,0.6930275431003035,Premium Heavy Diamonds
1.32,Premium,H,VS2,61.5,59.0,539915.0,7.04,7.01,4.32,13.199168850884881,0.8415671856782186,213.19372800000002,409026.51515151514,1.6261574074074074,Medium,3,2,3,2,0,2.372220218553552,-0.10487882947988247,Premium Heavy Diamonds
1.21,Premium,D,SI2,62.5,57.0,539915.0,6.79,6.71,4.22,13.199168850884881,0.7929925155296614,192.26699799999997,446210.7438016529,1.599526066350711,Medium,3,6,1,2,1,1.749633955427036,-0.05585873723436763,Premium Heavy Diamonds
1.29,Ideal,F,SI2,61.7,54.0,540247.0,7.08,6.99,4.34,13.19978357237246,0.8285518175661483,214.783128,418796.12403100776,1.620967741935484,Medium,4,4,1,2,0,2.0607704431760703,-1.7312328842307487,Premium Heavy Diamonds
1.01,Good,G,VS1,64.0,60.0,540247.0,6.29,6.33,4.04,13.19978357237246,0.6981347220709844,160.855428,534898.0198019802,1.561881188118812,Medium,1,3,4,2,1,1.3075665149087312,1.1473009076229101,Premium Heavy Diamonds
1.01,Good,E,VS1,64.6,58.0,540247.0,6.22,6.29,4.04,13.19978357237246,0.6981347220709844,158.060152,534898.0198019802,1.5482673267326732,Medium,1,5,4,2,1,0.9629135544881126,0.6886120388781404,Premium Heavy Diamonds
1.29,Ideal,I,VS2,62.7,57.0,540247.0,6.97,6.91,4.35,13.19978357237246,0.8285518175661483,209.507745,418796.12403100776,1.5954022988505747,Medium,4,1,3,2,0,2.179803803841233,-1.5316971010275298,Premium Heavy Diamonds
1.02,Ideal,F,VS2,62.9,57.0,540247.0,6.42,6.33,4.01,13.19978357237246,0.7030975114131134,162.96078599999998,529653.9215686275,1.589775561097257,Medium,4,4,3,2,1,0.9182424877595738,-1.020273917095687,Premium Heavy Diamonds
1.23,Ideal,G,SI1,61.4,56.0,540247.0,6.94,6.91,4.25,13.19978357237246,0.8020015854720274,203.81045000000003,439225.2032520325,1.6294117647058826,Medium,4,3,2,2,0,1.9169742091127948,-1.2751620246801567,Premium Heavy Diamonds
1.51,Premium,H,SI2,62.9,58.0,540413.0,7.31,7.26,4.58,13.200090791468359,0.9202827531436926,243.063348,357889.4039735099,1.5906113537117903,Heavy,3,2,1,0,0,3.1873116597254927,-0.4592942117036491,Premium Heavy Diamonds
1.51,Ideal,I,VS2,60.7,57.0,540413.0,7.42,7.35,4.48,13.200090791468359,0.9202827531436926,244.32576000000003,357889.4039735099,1.6484374999999998,Heavy,4,1,3,0,0,2.8520165362882675,-1.3906948976399578,Premium Heavy Diamonds
1.51,Good,J,SI1,64.1,61.0,540413.0,7.19,7.16,4.6,13.200090791468359,0.9202827531436926,236.80984,357889.4039735099,1.5597826086956526,Heavy,1,0,2,0,0,3.5398660649576574,1.0424822566503684,Premium Heavy Diamonds
1.2,Ideal,H,SI1,62.7,55.0,540496.0,6.76,6.73,4.23,13.200244365629715,0.7884573603642702,192.443004,450413.3333333334,1.594562647754137,Medium,4,2,2,2,0,1.767766886963746,-1.8427621967286447,Premium Heavy Diamonds
1.01,Ideal,G,VS2,60.1,55.0,540496.0,6.53,6.58,3.94,13.200244365629715,0.6981347220709844,169.291556,535144.5544554455,1.663705583756345,Medium,4,3,3,2,0,0.9646776092221918,-1.3973935163132303,Premium Heavy Diamonds
1.11,Ideal,F,SI1,61.1,57.0,540496.0,6.67,6.69,4.08,13.200244365629715,0.7466879474879752,182.058984,486933.3333333333,1.6372549019607843,Medium,4,4,2,2,0,1.4343148332873805,-0.7224849847645247,Premium Heavy Diamonds
1.53,Premium,H,SI2,61.5,60.0,540496.0,7.46,7.39,4.56,13.200244365629715,0.9282193027394289,251.39006399999997,353265.3594771242,1.6282894736842106,Heavy,3,2,1,0,0,3.416650140098606,0.32849007111748874,Premium Heavy Diamonds
2.0,Very Good,H,I1,63.1,55.0,540496.0,9.23,9.1,5.77,13.200244365629715,1.0986122886681098,484.63960999999995,270248.0,1.5883882149046793,Heavy,2,2,0,0,0,6.134536627795965,-1.2926563777616737,Premium Heavy Diamonds
1.33,Very Good,I,SI1,62.6,56.0,540579.0,6.97,7.03,4.38,13.20039791620967,0.8458682675776092,214.61605799999998,406450.3759398496,1.5981735159817352,Medium,2,1,2,2,0,2.563254070581318,-0.639328650331597,Premium Heavy Diamonds
0.92,Ideal,D,VS2,61.4,56.0,540579.0,6.26,6.28,3.85,13.20039791620967,0.6523251860396903,151.35428000000002,587585.8695652174,1.6285714285714283,Medium,4,6,3,2,1,0.36023654029268126,-0.8360904019737297,Premium Heavy Diamonds
1.01,Very Good,E,VS2,63.3,58.0,540828.0,6.38,6.35,4.03,13.200858426533518,0.6981347220709844,163.26739,535473.2673267326,1.5794044665012406,Medium,2,5,3,2,1,1.076032432541707,0.4365853127888488,Premium Heavy Diamonds
1.01,Very Good,E,VS2,63.3,60.0,540828.0,6.33,6.3,4.0,13.200858426533518,0.6981347220709844,159.516,535473.2673267326,1.5787499999999999,Medium,2,5,3,2,1,1.1301297891505446,1.0694400748631852,Premium Heavy Diamonds
1.01,Premium,E,VS2,58.1,60.0,540828.0,6.58,6.51,3.8,13.200858426533518,0.6981347220709844,162.77604,535473.2673267326,1.7223684210526315,Medium,3,5,3,2,1,1.0473289700076642,1.222254657311243,Premium Heavy Diamonds
1.01,Ideal,G,VS2,61.5,57.0,540828.0,6.49,6.45,3.98,13.200858426533518,0.6981347220709844,166.60479,535473.2673267326,1.6256281407035178,Medium,4,3,3,2,0,1.0488602549898367,-0.9574352004405249,Premium Heavy Diamonds
1.01,Very Good,E,VS2,61.1,62.0,540911.0,6.39,6.5,3.94,13.20101188286024,0.6981347220709844,163.6479,535555.4455445545,1.635786802030457,Medium,2,5,3,2,1,1.2956468538075336,1.9755652818838478,Premium Heavy Diamonds
1.01,Good,E,VS2,58.9,62.0,540911.0,6.55,6.63,3.88,13.20101188286024,0.6981347220709844,168.49481999999998,535555.4455445545,1.6984536082474226,Medium,1,5,3,2,1,1.4564376790826286,2.799589077162364,Premium Heavy Diamonds
1.15,Ideal,E,SI1,60.2,57.0,540911.0,6.8,6.77,4.09,13.20101188286024,0.7654678421395714,188.28723999999997,470357.39130434784,1.6589242053789732,Medium,4,5,2,2,0,1.4698218386515882,-0.5087589578137931,Premium Heavy Diamonds
1.0,Very Good,E,VS2,62.6,60.0,540994.0,6.35,6.4,3.99,13.201165315641733,0.6931471805599453,162.1536,540994.0,1.5977443609022555,Medium,2,5,3,2,1,1.1569583780752566,1.1580006938569827,Premium Heavy Diamonds
1.2,Ideal,H,SI1,62.1,56.0,540994.0,6.83,6.76,4.22,13.201165315641733,0.7884573603642702,194.84077599999998,450828.3333333334,1.6101895734597158,Medium,4,2,2,2,0,1.8563244878024048,-1.4573601554220796,Premium Heavy Diamonds
1.22,Ideal,F,SI2,62.5,56.0,540994.0,6.85,6.81,4.27,13.201165315641733,0.7975071958841881,199.18909499999995,443437.7049180328,1.5995316159250588,Medium,4,4,1,2,0,1.891714773600299,-1.1635300894200091,Premium Heavy Diamonds
1.32,Premium,H,VVS2,61.3,58.0,541160.0,7.05,7.01,4.31,13.201472110597916,0.8415671856782186,213.00235499999997,409969.69696969696,1.631090487238979,Medium,3,2,5,2,0,2.038733875411305,-0.6455931168469866,Premium Heavy Diamonds
1.0,Premium,F,VS2,61.9,59.0,541243.0,6.36,6.41,3.95,13.201625472787047,0.6931471805599453,161.03202000000002,541243.0,1.6164556962025316,Medium,3,4,3,2,1,1.070216501657751,0.28720721162105034,Premium Heavy Diamonds
2.0,Good,J,I1,63.6,62.0,541243.0,7.97,7.8,5.02,13.201625472787047,1.0986122886681098,312.07331999999997,270621.5,1.5707171314741037,Heavy,1,0,0,0,0,5.252308012113019,1.4159290513640146,Premium Heavy Diamonds
1.01,Very Good,E,VS2,62.2,58.0,541326.0,6.36,6.41,3.97,13.201778811459821,0.6981347220709844,161.847372,535966.3366336634,1.6083123425692694,Medium,2,5,3,2,1,1.0426767875736764,0.5899526422593804,Premium Heavy Diamonds
1.01,Very Good,E,VS2,60.4,58.0,541326.0,6.47,6.6,3.95,13.201778811459821,0.6981347220709844,168.6729,535966.3366336634,1.6544303797468354,Medium,2,5,3,2,1,1.1394126931115762,0.8125259748956132,Premium Heavy Diamonds
1.01,Very Good,E,VS2,63.3,56.0,541326.0,6.34,6.37,4.02,13.201778811459821,0.6981347220709844,162.35091599999998,535966.3366336634,1.580845771144279,Medium,2,5,3,2,1,0.944291971863121,-0.18179932478051836,Premium Heavy Diamonds
1.01,Good,E,VS2,58.0,60.0,541326.0,6.64,6.68,3.86,13.201778811459821,0.6981347220709844,171.21107199999997,535966.3366336634,1.7253886010362696,Medium,1,5,3,2,1,1.3781864351719464,2.2920030098972397,Premium Heavy Diamonds
1.5,Good,J,SI1,64.5,56.0,541409.0,7.09,7.18,4.6,13.201932126623454,0.9162907318741551,234.16851999999997,360939.3333333333,1.5510869565217391,Medium,1,0,2,2,0,3.207936575155997,-0.5566192825193031,Premium Heavy Diamonds
1.07,Very Good,G,VS2,62.9,59.0,541575.0,6.49,6.52,4.09,13.202238686452112,0.7275486072772778,173.067532,506144.85981308407,1.5904645476772616,Medium,2,3,3,2,1,1.5375572814376728,0.5246218998961911,Premium Heavy Diamonds
1.13,Ideal,G,VS2,62.7,57.0,541575.0,6.65,6.68,4.18,13.202238686452112,0.7561219797213337,185.68395999999998,479269.9115044248,1.5944976076555024,Medium,4,3,3,2,0,1.4810713509215145,-1.2000748847796865,Premium Heavy Diamonds
1.19,Very Good,F,SI1,60.8,59.0,541658.0,6.85,6.89,4.18,13.202391931131546,0.7839015438284094,197.28136999999995,455174.7899159664,1.6435406698564592,Medium,2,4,2,2,1,2.0531119659953943,0.9627629157606952,Premium Heavy Diamonds
1.2,Very Good,G,SI1,62.8,60.0,541658.0,6.71,6.79,4.24,13.202391931131546,0.7884573603642702,193.178216,451381.6666666667,1.5919811320754715,Medium,2,3,2,2,1,2.171387179994654,0.8939887390248017,Premium Heavy Diamonds
1.2,Very Good,G,SI1,62.8,57.0,541658.0,6.68,6.73,4.21,13.202391931131546,0.7884573603642702,189.266444,451381.6666666667,1.5926365795724466,Medium,2,3,2,2,0,1.939310804189502,-0.026851486069071027,Premium Heavy Diamonds
1.11,Premium,H,VS2,61.1,59.0,541741.0,6.66,6.63,4.06,13.202545152330643,0.7466879474879752,179.27254799999997,488054.9549549549,1.6366995073891626,Medium,3,2,3,2,0,1.6573588536183839,0.08384622443990339,Premium Heavy Diamonds
1.04,Ideal,G,VS2,60.8,57.0,541907.0,6.55,6.57,3.99,13.202851524316614,0.712949807856125,171.70366500000003,521064.42307692306,1.6441102756892232,Medium,4,3,3,2,0,1.1559279441908368,-0.8840977874770116,Premium Heavy Diamonds
1.01,Premium,G,VS1,59.8,59.0,541907.0,6.55,6.5,3.9,13.202851524316614,0.6981347220709844,166.0425,536541.5841584158,1.6730769230769231,Medium,3,3,4,2,1,1.1053728263794196,0.3077956399209223,Premium Heavy Diamonds
1.01,Very Good,G,VS1,63.2,61.0,541907.0,6.35,6.33,4.01,13.202851524316614,0.6981347220709844,161.18395499999997,536541.5841584158,1.5810473815461348,Medium,2,3,4,2,1,1.2665512342716418,1.0244075860802013,Premium Heavy Diamonds
1.01,Very Good,G,VS1,63.5,59.0,541907.0,6.36,6.31,4.02,13.202851524316614,0.6981347220709844,161.32903199999998,536541.5841584158,1.5758706467661694,Medium,2,3,4,2,1,1.155576207749731,0.3622651640970662,Premium Heavy Diamonds
1.01,Good,G,VS1,63.7,56.0,541907.0,6.37,6.29,4.03,13.202851524316614,0.6981347220709844,161.47121900000002,536541.5841584158,1.5707196029776673,Medium,1,3,4,2,1,1.0834382376390663,-0.056095622419076785,Premium Heavy Diamonds
1.31,Premium,H,SI2,60.8,58.0,541907.0,7.13,7.08,4.32,13.202851524316614,0.8372475245337022,218.07532800000004,413669.46564885497,1.6446759259259258,Medium,3,2,1,2,0,2.6363297483903536,-0.07341621942529687,Premium Heavy Diamonds
1.08,Ideal,G,VS2,62.5,56.0,541990.0,6.57,6.54,4.1,13.203004675117864,0.7323678937132266,176.16798,501842.5925925926,1.5987804878048781,Medium,4,3,3,2,0,1.223716904509143,-1.4461088198528822,Premium Heavy Diamonds
1.15,Fair,G,VS1,64.6,57.0,541990.0,6.6,6.5,4.23,13.203004675117864,0.7654678421395714,181.467,471295.6521739131,1.5484633569739952,Medium,0,3,4,2,1,1.7113442422668852,0.5856364977585656,Premium Heavy Diamonds
1.22,Very Good,F,SI1,63.1,58.0,541990.0,6.8,6.74,4.27,13.203004675117864,0.7975071958841881,195.70263999999997,444254.0983606558,1.585480093676815,Medium,2,4,2,2,1,2.022746751386024,0.3390221293650002,Premium Heavy Diamonds
1.22,Very Good,G,SI2,59.2,61.0,542073.0,6.99,6.92,4.12,13.203157802467539,0.7975071958841881,199.287696,444322.131147541,1.6881067961165048,Medium,2,3,1,2,0,2.4478610179027243,1.8006632115722103,Premium Heavy Diamonds
1.09,Ideal,D,SI1,61.3,55.9,542156.0,6.61,6.65,4.06,13.203310906372817,0.7371640659767197,178.46339,497390.82568807335,1.6330049261083748,Medium,4,6,2,2,1,1.1086676868243237,-0.8417535938475049,Premium Heavy Diamonds
1.08,Premium,G,VS2,62.3,58.0,542156.0,6.54,6.5,4.06,13.203310906372817,0.7323678937132266,172.59059999999997,501996.2962962963,1.6059113300492611,Medium,3,3,3,2,1,1.3798484625785252,-0.24611188380529841,Premium Heavy Diamonds
1.08,Premium,G,VS2,60.1,59.0,542156.0,6.7,6.64,4.01,13.203310906372817,0.7323678937132266,178.39687999999998,501996.2962962963,1.6633416458852868,Medium,3,3,3,2,0,1.5118172179874938,0.34531061243970107,Premium Heavy Diamonds
1.08,Ideal,G,VS2,62.4,55.0,542156.0,6.62,6.55,4.11,13.203310906372817,0.7323678937132266,178.21371,501996.2962962963,1.6021897810218977,Medium,4,3,3,2,0,1.196923944676989,-1.7490406011959587,Premium Heavy Diamonds
1.08,Premium,G,VS1,61.5,61.0,542156.0,6.62,6.55,4.05,13.203310906372817,0.7323678937132266,175.61204999999998,501996.2962962963,1.625925925925926,Medium,3,3,4,2,1,1.4598574052676947,0.6562861179317685,Premium Heavy Diamonds
1.27,Premium,I,VS1,62.2,59.0,542156.0,6.92,6.87,4.29,13.203310906372817,0.8197798314933114,203.948316,426894.48818897636,1.6072261072261071,Medium,3,1,4,2,0,2.155083181338706,-0.41197546898233645,Premium Heavy Diamonds
1.08,Premium,G,VS2,59.4,59.0,542156.0,6.75,6.68,3.99,13.203310906372817,0.7323678937132266,179.9091,501996.2962962963,1.6829573934837092,Medium,3,3,3,2,0,1.5303007096941608,0.43566808472628604,Premium Heavy Diamonds
2.0,Fair,F,I1,66.1,57.0,542156.0,7.84,7.7,5.14,13.203310906372817,1.0986122886681098,310.29152,271078.0,1.5116731517509727,Heavy,0,4,0,0,0,4.690330691695819,0.5375873197717969,Premium Heavy Diamonds
1.08,Premium,G,VS2,62.4,57.0,542156.0,6.56,6.49,4.07,13.203310906372817,0.7323678937132266,173.277808,501996.2962962963,1.6031941031941033,Medium,3,3,3,2,0,1.3336957065082962,-0.5722778874620879,Premium Heavy Diamonds
1.01,Very Good,F,VS2,63.3,57.0,542239.0,6.41,6.33,4.03,13.203463986840879,0.6981347220709844,163.518459,536870.2970297029,1.5806451612903225,Medium,2,4,3,2,1,1.1160079782737822,0.007796552962342453,Premium Heavy Diamonds
1.01,Premium,F,VS2,61.7,58.0,542239.0,6.48,6.42,3.98,13.203463986840879,0.6981347220709844,165.57436800000002,536870.2970297029,1.620603015075377,Medium,3,4,3,2,1,1.096235108208055,-0.012201378950866495,Premium Heavy Diamonds
1.01,Premium,F,VS2,62.2,60.0,542239.0,6.4,6.37,3.97,13.203463986840879,0.6981347220709844,161.84896,536870.2970297029,1.6083123425692694,Medium,3,4,3,2,1,1.1552051998994723,0.5527631452402682,Premium Heavy Diamonds
1.01,Premium,F,VS2,59.3,62.0,542239.0,6.48,6.44,3.83,13.203463986840879,0.6981347220709844,159.83049600000004,536870.2970297029,1.6866840731070498,Medium,3,4,3,2,1,1.2158730725039453,1.5727638790220853,Premium Heavy Diamonds
1.01,Premium,F,VS2,59.2,60.0,542239.0,6.54,6.51,3.86,13.203463986840879,0.6981347220709844,164.341044,536870.2970297029,1.690414507772021,Medium,3,4,3,2,1,1.1734538292897307,0.9511427341494402,Premium Heavy Diamonds
1.01,Ideal,F,VS2,62.0,56.0,542239.0,6.51,6.46,4.02,13.203463986840879,0.6981347220709844,169.05949199999998,536870.2970297029,1.61318407960199,Medium,4,4,3,2,0,0.9409440617847551,-1.2256016526857378,Premium Heavy Diamonds
1.01,Premium,F,VS2,62.8,59.0,542239.0,6.41,6.33,4.0,13.203463986840879,0.6981347220709844,162.3012,536870.2970297029,1.5925,Medium,3,4,3,2,1,1.1100610817074488,0.15950670242195558,Premium Heavy Diamonds
1.01,Very Good,F,VS2,63.1,60.0,542239.0,6.39,6.36,4.02,13.203463986840879,0.6981347220709844,163.374408,536870.2970297029,1.5858208955223883,Medium,2,4,3,2,1,1.2858046156960885,0.967108112785226,Premium Heavy Diamonds
1.1,Ideal,G,VS2,62.0,56.0,542322.0,6.6,6.68,4.12,13.203617043878896,0.7419373447293773,181.64255999999997,493019.99999999994,1.6116504854368932,Medium,4,3,3,2,0,1.324295658628476,-1.3984382271608065,Premium Heavy Diamonds
1.1,Premium,G,VS2,60.2,58.0,542322.0,6.71,6.75,4.05,13.203617043878896,0.7419373447293773,183.43462499999998,493019.99999999994,1.6617283950617285,Medium,3,3,3,2,0,1.5518705917852376,0.002583508232212815,Premium Heavy Diamonds
1.2,Very Good,E,SI1,61.8,56.0,542322.0,6.75,6.82,4.19,13.203617043878896,0.7884573603642702,192.88665000000003,451935.0,1.6193317422434366,Medium,2,5,2,2,1,1.7391989135465467,0.023132552517186124,Premium Heavy Diamonds
1.11,Premium,G,VS2,61.4,58.0,542322.0,6.7,6.66,4.1,13.203617043878896,0.7466879474879752,182.9502,488578.37837837834,1.629268292682927,Medium,3,3,3,2,0,1.564541359406611,-0.16038463920396306,Premium Heavy Diamonds
2.0,Premium,H,I1,62.2,58.0,542405.0,8.31,8.27,5.16,13.203770077494042,1.0986122886681098,354.614292,271202.5,1.6065891472868215,Heavy,3,2,0,0,0,5.058482178188812,-0.5649133925565997,Premium Heavy Diamonds
1.0,Ideal,H,VVS1,61.5,59.0,542405.0,6.37,6.41,3.93,13.203770077494042,0.6931471805599453,160.46858100000003,542405.0,1.6259541984732826,Medium,4,2,6,2,0,0.7401581365621686,-0.8195368987779655,Premium Heavy Diamonds
1.1,Ideal,G,VS1,61.3,54.0,542405.0,6.69,6.65,4.09,13.203770077494042,0.7419373447293773,181.957965,493095.45454545453,1.6308068459657703,Medium,4,3,4,2,0,1.0723554674327191,-2.0543202959890716,Premium Heavy Diamonds
1.29,Very Good,I,VS2,61.8,58.0,542571.0,6.94,6.98,4.3,13.204076074484387,0.8285518175661483,208.29716000000002,420597.67441860464,1.618604651162791,Medium,2,1,3,2,0,2.4084190170297943,-0.014085627323188892,Premium Heavy Diamonds
1.03,Very Good,G,VS1,62.2,57.0,542737.0,6.42,6.47,4.01,13.204381977869216,0.708035793053696,166.56497399999998,526929.1262135922,1.6072319201995013,Medium,2,3,4,2,1,1.134064620148719,-0.10315409498569378,Premium Heavy Diamonds
1.03,Very Good,G,VS1,63.0,56.0,542737.0,6.43,6.46,4.06,13.204381977869216,0.708035793053696,168.64346799999998,526929.1262135922,1.5874384236453205,Medium,2,3,4,2,1,1.1164412855292367,-0.5283973927851888,Premium Heavy Diamonds
1.08,Ideal,D,SI1,62.7,57.0,542737.0,6.52,6.56,4.1,13.204381977869216,0.7323678937132266,175.36191999999997,502534.2592592592,1.595121951219512,Medium,4,6,2,2,1,1.1253868838903058,-0.6787769780440719,Premium Heavy Diamonds
1.08,Ideal,D,SI1,60.3,57.0,542737.0,6.68,6.71,4.04,13.204381977869216,0.7323678937132266,181.084112,502534.2592592592,1.6571782178217822,Medium,4,6,2,2,1,1.1949632130107342,-0.37039844570703023,Premium Heavy Diamonds
1.01,Very Good,F,VS2,63.2,59.0,542820.0,6.3,6.36,4.0,13.204534894477456,0.6981347220709844,160.272,537445.5445544554,1.5825,Medium,2,4,3,2,1,1.1767283509516882,0.6523894336579165,Premium Heavy Diamonds
0.3,Premium,H,VS2,62.9,59.0,50464.0,4.3,4.26,2.69,10.82903530567296,0.262364264467491,49.27541999999999,168213.33333333334,1.591078066914498,Light,3,2,3,1,2,-2.0732557555339213,0.5475051736562061,Affordable Small Diamonds
0.3,Very Good,H,VS2,63.5,58.0,50464.0,4.27,4.24,2.7,10.82903530567296,0.262364264467491,48.88296,168213.33333333334,1.5759259259259257,Light,2,2,3,1,2,-2.0428492028371013,0.6995470742182135,Affordable Small Diamonds
0.3,Premium,H,VS2,63.0,59.0,50464.0,4.29,4.25,2.69,10.82903530567296,0.262364264467491,49.045425,168213.33333333334,1.587360594795539,Light,3,2,3,1,2,-2.0808051050305747,0.5355373793555327,Affordable Small Diamonds
0.3,Premium,H,VS2,62.7,59.0,50464.0,4.26,4.22,2.66,10.82903530567296,0.262364264467491,47.819351999999995,168213.33333333334,1.593984962406015,Light,3,2,3,1,2,-2.128676426276735,0.5845204950417342,Affordable Small Diamonds
0.3,Premium,H,VS2,62.7,59.0,50464.0,4.27,4.22,2.66,10.82903530567296,0.262364264467491,47.93160399999999,168213.33333333334,1.595864661654135,Light,3,2,3,1,2,-2.1244153290319674,0.5838191287541004,Affordable Small Diamonds
0.3,Premium,H,VS2,62.6,58.0,50464.0,4.28,4.22,2.66,10.82903530567296,0.262364264467491,48.043856,168213.33333333334,1.5977443609022555,Light,3,2,3,1,2,-2.1791081760343936,0.28591581381537073,Affordable Small Diamonds
0.3,Premium,H,VS2,62.5,59.0,50464.0,4.28,4.23,2.66,10.82903530567296,0.262364264467491,48.15770400000001,168213.33333333334,1.5996240601503762,Light,3,2,3,1,2,-2.117706491181396,0.6091902607420625,Affordable Small Diamonds
0.3,Very Good,H,VS2,63.5,59.0,50464.0,4.27,4.2,2.69,10.82903530567296,0.262364264467491,48.242459999999994,168213.33333333334,1.574349442379182,Light,2,2,3,1,2,-2.007977560121102,1.0145778931073546,Affordable Small Diamonds
0.3,Good,D,VS2,64.1,57.0,50464.0,4.25,4.21,2.71,10.82903530567296,0.262364264467491,48.48867499999999,168213.33333333334,1.5608856088560887,Light,1,6,3,1,2,-2.3865631743727747,1.321812700884304,Affordable Small Diamonds
0.3,Premium,H,VS2,61.1,61.0,50464.0,4.32,4.29,2.63,10.82903530567296,0.262364264467491,48.741264,168213.33333333334,1.6368821292775666,Light,3,2,3,1,2,-1.9916100195371509,1.4153035057609369,Affordable Small Diamonds
0.32,Ideal,E,VS2,61.4,57.0,50464.0,4.4,4.46,2.72,10.82903530567296,0.2776317365982795,53.37728000000001,157700.0,1.628676470588235,Light,4,5,3,1,2,-2.414462628526126,-0.09114527786629661,Affordable Small Diamonds
0.33,Premium,D,SI1,60.1,59.0,50464.0,4.46,4.49,2.69,10.82903530567296,0.2851789422336624,53.868326,152921.21212121213,1.6635687732342006,Light,3,6,2,1,2,-2.1411779023475983,1.487754373670454,Affordable Small Diamonds
0.33,Ideal,D,SI1,62.5,54.0,50464.0,4.43,4.44,2.77,10.82903530567296,0.2851789422336624,54.483684000000004,152921.21212121213,1.6010830324909748,Light,4,6,2,1,2,-2.488977023383883,-0.9340713555153146,Affordable Small Diamonds
0.33,Premium,D,SI1,60.3,58.0,50464.0,4.47,4.49,2.7,10.82903530567296,0.2851789422336624,54.18981,152921.21212121213,1.6592592592592592,Light,3,6,2,1,2,-2.1866224801185425,1.1481522215150288,Affordable Small Diamonds
0.33,Very Good,I,VVS1,61.7,61.0,50464.0,4.43,4.45,2.74,10.82903530567296,0.2851789422336624,54.014990000000004,152921.21212121213,1.6204379562043794,Light,2,1,6,1,2,-1.9840129544365166,1.3299469012964682,Affordable Small Diamonds
0.33,Ideal,D,SI1,62.4,54.0,50464.0,4.41,4.44,2.76,10.82903530567296,0.2851789422336624,54.041903999999995,152921.21212121213,1.6032608695652177,Light,4,6,2,1,2,-2.505066463812734,-0.9177764610979282,Affordable Small Diamonds
0.33,Very Good,D,SI1,60.0,59.0,50464.0,4.47,4.5,2.69,10.82903530567296,0.2851789422336624,54.10934999999999,152921.21212121213,1.6672862453531596,Light,2,6,2,1,2,-2.035837552192505,2.0407057520892162,Affordable Small Diamonds
